Freq.	V(n001)/I(V1)
1.26596231924639e+02	-4.01787886190150e+00,-4.78450854747103e-01
1.26996219924399e+02	-4.01801854589249e+00,-4.80393749837324e-01
1.27396207924159e+02	-4.01815931164948e+00,-4.82341777544026e-01
1.27796195923919e+02	-4.01830116871828e+00,-4.84294974417436e-01
1.28196183923679e+02	-4.01844412675238e+00,-4.86253377302474e-01
1.28596171923439e+02	-4.01858819551441e+00,-4.88217023341922e-01
1.28996159923199e+02	-4.01873338487750e+00,-4.90185949979721e-01
1.29396147922959e+02	-4.01887970482676e+00,-4.92160194964143e-01
1.29796135922719e+02	-4.01902716546080e+00,-4.94139796351028e-01
1.30196123922479e+02	-4.01917577699316e+00,-4.96124792507199e-01
1.30596111922239e+02	-4.01932554975388e+00,-4.98115222113752e-01
1.30996099921999e+02	-4.01947649419102e+00,-5.00111124169536e-01
1.31396087921759e+02	-4.01962862087223e+00,-5.02112537994482e-01
1.31796075921519e+02	-4.01978194048638e+00,-5.04119503233213e-01
1.32196063921279e+02	-4.01993646384511e+00,-5.06132059858549e-01
1.32596051921039e+02	-4.02009220188456e+00,-5.08150248175016e-01
1.32996039920799e+02	-4.02024916566694e+00,-5.10174108822597e-01
1.33396027920559e+02	-4.02040736638231e+00,-5.12203682780275e-01
1.33796015920319e+02	-4.02056681535027e+00,-5.14239011369838e-01
1.34196003920079e+02	-4.02072752402170e+00,-5.16280136259648e-01
1.34595991919839e+02	-4.02088950398056e+00,-5.18327099468362e-01
1.34995979919599e+02	-4.02105276694566e+00,-5.20379943368935e-01
1.35395967919359e+02	-4.02121732477252e+00,-5.22438710692415e-01
1.35795955919119e+02	-4.02138318945526e+00,-5.24503444531949e-01
1.36195943918879e+02	-4.02155037312840e+00,-5.26574188346852e-01
1.36595931918639e+02	-4.02171888806890e+00,-5.28650985966555e-01
1.36995919918399e+02	-4.02188874669802e+00,-5.30733881594880e-01
1.37395907918159e+02	-4.02205996158334e+00,-5.32822919814048e-01
1.37795895917919e+02	-4.02223254544079e+00,-5.34918145589027e-01
1.38195883917679e+02	-4.02240651113669e+00,-5.37019604271778e-01
1.38595871917439e+02	-4.02258187168980e+00,-5.39127341605583e-01
1.38995859917199e+02	-4.02275864027348e+00,-5.41241403729443e-01
1.39395847916959e+02	-4.02293683021780e+00,-5.43361837182585e-01
1.39795835916719e+02	-4.02311645501178e+00,-5.45488688908871e-01
1.40195823916479e+02	-4.02329752830554e+00,-5.47622006261476e-01
1.40595811916239e+02	-4.02348006391261e+00,-5.49761837007448e-01
1.40995799915999e+02	-4.02366407581218e+00,-5.51908229332451e-01
1.41395787915759e+02	-4.02384957815148e+00,-5.54061231845490e-01
1.41795775915519e+02	-4.02403658524810e+00,-5.56220893583752e-01
1.42195763915279e+02	-4.02422511159242e+00,-5.58387264017445e-01
1.42595751915039e+02	-4.02441517185008e+00,-5.60560393054859e-01
1.42995739914799e+02	-4.02460678086440e+00,-5.62740331047229e-01
1.43395727914559e+02	-4.02479995365899e+00,-5.64927128793949e-01
1.43795715914319e+02	-4.02499470544025e+00,-5.67120837547630e-01
1.44195703914079e+02	-4.02519105160004e+00,-5.69321509019434e-01
