Freq.	V(n001)/I(V1)
2.97039407881577e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.98039607921585e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.99039807961593e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.00040008001601e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.01040208041609e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.02040408081617e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.03040608121625e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.04040808161633e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.05041008201641e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.06041208241649e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.07041408281657e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.08041608321665e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.09041808361673e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.10042008401681e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.11042208441689e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.12042408481697e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.13042608521705e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.14042808561713e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.15043008601721e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.16043208641729e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.17043408681737e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.18043608721745e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.19043808761753e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.20044008801761e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.21044208841769e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.22044408881777e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.23044608921785e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.24044808961793e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.25045009001801e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.26045209041809e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.27045409081817e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.28045609121825e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.29045809161832e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.30046009201840e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.31046209241848e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.32046409281856e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.33046609321864e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.34046809361872e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.35047009401880e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.36047209441888e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.37047409481896e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.38047609521904e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.39047809561912e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.40048009601920e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.41048209641928e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.42048409681936e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.43048609721944e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.44048809761952e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.45049009801960e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.46049209841968e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.47049409881976e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.48049609921984e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.49049809961992e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.50050010002000e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.51050210042008e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.52050410082016e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.53050610122024e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.54050810162032e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.55051010202040e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.56051210242048e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.57051410282056e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.58051610322064e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.59051810362072e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.60052010402080e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.61052210442087e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.62052410482095e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.63052610522103e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.64052810562111e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.65053010602119e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.66053210642127e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.67053410682135e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.68053610722143e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.69053810762151e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.70054010802159e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.71054210842167e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.72054410882175e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.73054610922183e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.74054810962191e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.75055011002199e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.76055211042207e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.77055411082215e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.78055611122223e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.79055811162231e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.80056011202239e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.81056211242247e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.82056411282255e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.83056611322263e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.84056811362271e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.85057011402279e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.86057211442287e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.87057411482295e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.88057611522303e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.89057811562311e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.90058011602319e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.91058211642327e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.92058411682334e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.93058611722342e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.94058811762350e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.95059011802358e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.96059211842366e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.97059411882374e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.98059611922382e+01	-1.00000000000000e+06,-0.00000000000000e+00
3.99059811962390e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.00060012002398e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.01060212042406e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.02060412082414e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.03060612122422e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.04060812162430e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.05061012202438e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.06061212242446e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.07061412282454e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.08061612322462e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.09061812362470e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.10062012402478e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.11062212442486e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.12062412482494e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.13062612522502e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.14062812562510e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.15063012602518e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.16063212642526e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.17063412682534e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.18063612722542e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.19063812762550e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.20064012802558e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.21064212842566e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.22064412882574e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.23064612922581e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.24064812962589e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.25065013002597e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.26065213042605e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.27065413082613e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.28065613122621e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.29065813162629e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.30066013202637e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.31066213242645e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.32066413282653e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.33066613322661e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.34066813362669e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.35067013402677e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.36067213442685e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.37067413482693e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.38067613522701e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.39067813562709e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.40068013602717e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.41068213642725e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.42068413682733e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.43068613722741e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.44068813762749e+01	-1.00000000000000e+06,-0.00000000000000e+00
4.45069013802757e+01	-1.00000000000000e+06,-0.00000000000000e+00
